"Start Time","End Time","Tag","Note","Tree Type","Is Success"
"Fri Sep 27 15:40:22 GMT-03:00 2019","Fri Sep 27 16:21:27 GMT-03:00 2019","Reading","","Bichano","True"
"Fri Sep 27 18:38:31 GMT-03:00 2019","Fri Sep 27 18:46:27 GMT-03:00 2019","Reading","Planted in my firefox","Ginkgo","False"
"Fri Sep 27 18:38:40 GMT-03:00 2019","Fri Sep 27 19:38:41 GMT-03:00 2019","Reading","","Ginkgo","True"
"Fri Sep 27 18:48:22 GMT-03:00 2019","Fri Sep 27 19:48:22 GMT-03:00 2019","Reading","Planted in my firefox","Cedro","True"
"Sat Sep 28 00:20:42 GMT-03:00 2019","Sat Sep 28 00:58:21 GMT-03:00 2019","Reading","Planted in my firefox","Cedro","False"
"Sat Sep 28 00:25:15 GMT-03:00 2019","Sat Sep 28 01:44:28 GMT-03:00 2019","Estudo","","Bambu","True"
"Sat Sep 28 02:09:54 GMT-03:00 2019","Sat Sep 28 03:10:04 GMT-03:00 2019","Estudo","","Árvore Estrelada","True"
"Sat Sep 28 02:35:58 GMT-03:00 2019","Sat Sep 28 03:02:47 GMT-03:00 2019","Reading","Planted in my firefox","Cedro","False"
"Sun Sep 29 01:03:45 GMT-03:00 2019","Sun Sep 29 01:41:31 GMT-03:00 2019","Estudo","","Árvore Lunar","False"
"Sun Sep 29 01:27:54 GMT-03:00 2019","Sun Sep 29 02:01:38 GMT-03:00 2019","Reading","Planted in my firefox","Cedro","False"
"Sun Sep 29 01:41:53 GMT-03:00 2019","Sun Sep 29 03:05:24 GMT-03:00 2019","Estudo","","Árvore Lunar","True"
"Tue Oct 01 17:29:08 GMT-03:00 2019","Tue Oct 01 18:29:08 GMT-03:00 2019","Reading","Planted in my firefox","Cedro","True"
"Tue Oct 01 17:34:50 GMT-03:00 2019","Tue Oct 01 18:24:40 GMT-03:00 2019","Reading","","Doguinho","False"
"Tue Oct 01 18:53:37 GMT-03:00 2019","Tue Oct 01 20:08:47 GMT-03:00 2019","Reading","","Doguinho","True"
"Wed Oct 02 00:20:22 GMT-03:00 2019","Wed Oct 02 02:20:22 GMT-03:00 2019","Estudo","","Cacto","True"
"Wed Oct 02 12:44:16 GMT-03:00 2019","Wed Oct 02 13:04:27 GMT-03:00 2019","Entretenimento","","Coral Estrelado","True"
"Wed Oct 02 16:16:26 GMT-03:00 2019","Wed Oct 02 17:48:48 GMT-03:00 2019","Estudo","","Ginkgo","True"
"Fri Oct 04 00:51:57 GMT-03:00 2019","Fri Oct 04 01:39:06 GMT-03:00 2019","Reading","","Bambu","False"
"Fri Oct 04 12:25:58 GMT-03:00 2019","Fri Oct 04 12:36:56 GMT-03:00 2019","Esporte","","Árvore Estrelada","False"
"Fri Oct 04 14:59:12 GMT-03:00 2019","Fri Oct 04 16:30:42 GMT-03:00 2019","Estudo","","Árvore Lunar","True"
"Fri Oct 04 17:46:01 GMT-03:00 2019","Fri Oct 04 18:46:09 GMT-03:00 2019","Estudo","","Doguinho","True"
"Sat Oct 05 11:51:36 GMT-03:00 2019","Sat Oct 05 11:56:19 GMT-03:00 2019","Reading","","Coral Estrelado","False"
"Sat Oct 05 11:57:10 GMT-03:00 2019","Sat Oct 05 12:12:13 GMT-03:00 2019","Reading","","Coral Estrelado","True"
"Sat Oct 05 15:57:21 GMT-03:00 2019","Sat Oct 05 16:07:25 GMT-03:00 2019","Reading","","Coral Estrelado","True"
"Mon Oct 07 17:56:35 GMT-03:00 2019","Mon Oct 07 18:49:11 GMT-03:00 2019","Reading","","Bichano","False"
"Tue Oct 08 15:57:33 GMT-03:00 2019","Tue Oct 08 16:21:42 GMT-03:00 2019","Reading","","Cacto","False"
"Tue Oct 08 19:11:19 GMT-03:00 2019","Tue Oct 08 19:30:04 GMT-03:00 2019","Reading","","Cacto","False"
"Tue Oct 08 20:02:37 GMT-03:00 2019","Tue Oct 08 20:13:35 GMT-03:00 2019","Esporte","","Cacto","False"
"Tue Oct 08 20:14:04 GMT-03:00 2019","Tue Oct 08 20:54:12 GMT-03:00 2019","Esporte","","Cacto","True"
"Wed Oct 09 00:28:00 GMT-03:00 2019","Wed Oct 09 01:09:41 GMT-03:00 2019","Reading","","Ginkgo","False"
"Wed Oct 09 01:25:10 GMT-03:00 2019","Wed Oct 09 02:20:34 GMT-03:00 2019","Reading","Planted in my firefox","Cedro","False"
"Wed Oct 09 01:25:19 GMT-03:00 2019","Wed Oct 09 02:25:59 GMT-03:00 2019","Reading","","Ginkgo","True"
"Wed Oct 09 15:40:37 GMT-03:00 2019","Wed Oct 09 15:59:37 GMT-03:00 2019","Reading","","Coral Estrelado","True"
"Thu Oct 10 17:11:19 GMT-03:00 2019","Thu Oct 10 17:28:21 GMT-03:00 2019","Estudo","","Árvore Lunar","False"
"Thu Oct 10 17:28:47 GMT-03:00 2019","Thu Oct 10 19:28:47 GMT-03:00 2019","Estudo","","Árvore Lunar","True"
"Fri Oct 11 01:14:21 GMT-03:00 2019","Fri Oct 11 01:55:15 GMT-03:00 2019","Estudo","","Doguinho","True"
"Fri Oct 11 11:17:08 GMT-03:00 2019","Fri Oct 11 11:52:36 GMT-03:00 2019","Esporte","","Cedro","True"
"Wed Oct 16 18:23:45 GMT-03:00 2019","Wed Oct 16 18:38:57 GMT-03:00 2019","Reading","","Coral Estrelado","True"
"Wed Oct 16 18:57:39 GMT-03:00 2019","Wed Oct 16 20:14:45 GMT-03:00 2019","Reading","","Cedro","True"
"Thu Oct 17 01:29:52 GMT-03:00 2019","Thu Oct 17 02:23:17 GMT-03:00 2019","Reading","","Bichano","True"
"Thu Oct 17 12:07:03 GMT-03:00 2019","Thu Oct 17 12:19:01 GMT-03:00 2019","Reading","","Arbusto","True"
"Thu Oct 17 15:12:22 GMT-03:00 2019","Thu Oct 17 15:18:37 GMT-03:00 2019","Reading","","Cacto","False"
"Thu Oct 17 16:49:53 GMT-03:00 2019","Thu Oct 17 17:02:38 GMT-03:00 2019","Reading","","Cacto","False"
"Sat Oct 19 00:49:22 GMT-03:00 2019","Sat Oct 19 01:45:22 GMT-03:00 2019","Reading","","Cacto","False"
"Sun Oct 20 11:59:11 GMT-03:00 2019","Sun Oct 20 12:50:13 GMT-03:00 2019","Reading","","Ginkgo","True"
"Mon Oct 21 13:06:45 GMT-03:00 2019","Mon Oct 21 13:49:48 GMT-03:00 2019","Reading","","Bambu","False"
"Mon Oct 21 14:36:41 GMT-03:00 2019","Mon Oct 21 15:36:48 GMT-03:00 2019","Reading","","Árvore Estrelada","True"
"Tue Oct 22 15:13:27 GMT-03:00 2019","Tue Oct 22 16:23:55 GMT-03:00 2019","Reading","","Árvore Lunar","True"
"Tue Oct 22 18:10:07 GMT-03:00 2019","Tue Oct 22 18:15:27 GMT-03:00 2019","Reading","","Doguinho","False"
"Tue Oct 22 19:00:19 GMT-03:00 2019","Tue Oct 22 20:50:47 GMT-03:00 2019","Reading","","Doguinho","True"
"Tue Oct 22 20:22:06 GMT-03:00 2019","Tue Oct 22 20:47:06 GMT-03:00 2019","Reading","Planted in my firefox","Cedro","True"
"Wed Oct 23 12:23:16 GMT-03:00 2019","Wed Oct 23 12:39:29 GMT-03:00 2019","Esporte","","Arbusto","True"
"Fri Oct 25 00:28:31 GMT-03:00 2019","Fri Oct 25 01:34:23 GMT-03:00 2019","Reading","","Doguinho","True"
"Mon Oct 28 21:49:55 GMT-03:00 2019","Mon Oct 28 21:56:54 GMT-03:00 2019","Reading","","Bichano","False"
"Mon Oct 28 22:06:08 GMT-03:00 2019","Mon Oct 28 22:23:20 GMT-03:00 2019","Reading","","Bichano","False"
"Thu Oct 31 12:19:57 GMT-03:00 2019","Thu Oct 31 13:16:28 GMT-03:00 2019","Esporte","","Bichano","True"
"Fri Nov 08 12:54:10 GMT-03:00 2019","Fri Nov 08 13:54:56 GMT-03:00 2019","Reading","","Bichano","True"
"Fri Nov 08 13:54:06 GMT-03:00 2019","Fri Nov 08 14:44:06 GMT-03:00 2019","Reading","Planted in my firefox","Cedro","True"
"Fri Nov 08 14:25:10 GMT-03:00 2019","Fri Nov 08 14:46:09 GMT-03:00 2019","Reading","","Doguinho","False"
"Mon Nov 11 23:28:11 GMT-03:00 2019","Mon Nov 11 23:28:37 GMT-03:00 2019","Reading","","Cacto","False"
"Mon Nov 11 23:30:23 GMT-03:00 2019","Tue Nov 12 00:50:04 GMT-03:00 2019","Reading","","Cacto","True"
"Tue Nov 12 01:06:54 GMT-03:00 2019","Tue Nov 12 01:56:54 GMT-03:00 2019","Reading","Planted in my firefox","Cedro","True"
"Tue Nov 12 01:12:48 GMT-03:00 2019","Tue Nov 12 02:12:57 GMT-03:00 2019","Estudo","","Ginkgo","True"
"Tue Nov 12 13:30:37 GMT-03:00 2019","Tue Nov 12 14:35:20 GMT-03:00 2019","Reading","","Bambu","True"
"Tue Nov 12 15:38:46 GMT-03:00 2019","Tue Nov 12 16:40:56 GMT-03:00 2019","Reading","","Árvore Lunar","True"
"Wed Nov 13 00:22:03 GMT-03:00 2019","Wed Nov 13 00:51:00 GMT-03:00 2019","Reading","","Árvore Lunar","False"
"Wed Nov 13 01:08:13 GMT-03:00 2019","Wed Nov 13 02:32:43 GMT-03:00 2019","Reading","","Árvore Lunar","True"
"Wed Nov 13 15:33:13 GMT-03:00 2019","Wed Nov 13 16:34:20 GMT-03:00 2019","Reading","","Doguinho","True"
"Thu Nov 14 13:02:11 GMT-03:00 2019","Thu Nov 14 13:46:37 GMT-03:00 2019","Reading","","Doguinho","False"
"Thu Nov 14 15:07:14 GMT-03:00 2019","Thu Nov 14 16:15:19 GMT-03:00 2019","Reading","","Cedro","True"
"Fri Nov 15 22:53:05 GMT-03:00 2019","Sat Nov 16 00:07:14 GMT-03:00 2019","Reading","","Bichano","True"
"Sat Nov 16 01:56:34 GMT-03:00 2019","Sat Nov 16 02:38:22 GMT-03:00 2019","Reading","","Cacto","False"
"Sat Nov 16 20:19:22 GMT-03:00 2019","Sat Nov 16 20:28:56 GMT-03:00 2019","Reading","","Cacto","False"
"Sat Nov 16 22:54:59 GMT-03:00 2019","Sat Nov 16 23:35:44 GMT-03:00 2019","Reading","","Cacto","False"
"Sun Nov 17 00:17:32 GMT-03:00 2019","Sun Nov 17 01:21:42 GMT-03:00 2019","Reading","","Cacto","True"
"Sun Nov 17 02:52:25 GMT-03:00 2019","Sun Nov 17 03:44:43 GMT-03:00 2019","Reading","","Ginkgo","True"
"Sun Nov 17 16:42:47 GMT-03:00 2019","Sun Nov 17 17:44:58 GMT-03:00 2019","Reading","","Bambu","True"
"Sun Nov 17 22:07:11 GMT-03:00 2019","Sun Nov 17 23:08:18 GMT-03:00 2019","Reading","","Bambu","True"
"Mon Nov 18 01:53:56 GMT-03:00 2019","Mon Nov 18 02:45:53 GMT-03:00 2019","Reading","","Árvore Estrelada","False"
"Mon Nov 18 11:41:06 GMT-03:00 2019","Mon Nov 18 12:48:42 GMT-03:00 2019","Reading","","Polvorosa","True"
"Mon Nov 18 15:23:24 GMT-03:00 2019","Mon Nov 18 15:38:07 GMT-03:00 2019","Reading","","Bichano","False"
"Mon Nov 18 17:13:29 GMT-03:00 2019","Mon Nov 18 18:14:15 GMT-03:00 2019","Reading","","Bichano","True"
"Tue Nov 19 01:22:33 GMT-03:00 2019","Tue Nov 19 02:38:23 GMT-03:00 2019","Reading","","Doguinho","True"
"Tue Nov 19 02:57:50 GMT-03:00 2019","Tue Nov 19 03:28:42 GMT-03:00 2019","Reading","","Doguinho","True"
"Tue Nov 19 22:21:06 GMT-03:00 2019","Tue Nov 19 23:29:18 GMT-03:00 2019","Reading","","Cacto","True"
"Wed Nov 20 00:37:05 GMT-03:00 2019","Wed Nov 20 01:39:13 GMT-03:00 2019","Reading","","Cedro","True"
"Thu Nov 21 23:02:52 GMT-03:00 2019","Fri Nov 22 00:26:36 GMT-03:00 2019","Reading","","Polvorosa","True"
"Fri Nov 22 00:26:11 GMT-03:00 2019","Fri Nov 22 01:16:11 GMT-03:00 2019","Reading","Planted in my firefox","Cedro","True"
"Fri Nov 22 00:56:54 GMT-03:00 2019","Fri Nov 22 02:00:59 GMT-03:00 2019","Reading","","Bichano","True"
"Fri Nov 22 02:45:07 GMT-03:00 2019","Fri Nov 22 03:42:18 GMT-03:00 2019","Reading","","Bichano","False"
"Fri Nov 22 02:45:39 GMT-03:00 2019","Fri Nov 22 03:35:39 GMT-03:00 2019","Reading","Planted in my firefox","Cedro","True"
"Fri Nov 22 04:03:08 GMT-03:00 2019","Fri Nov 22 04:46:47 GMT-03:00 2019","Reading","Planted in my firefox","Cedro","False"
"Fri Nov 22 23:23:49 GMT-03:00 2019","Fri Nov 22 23:56:50 GMT-03:00 2019","Reading","","Cacto","False"
"Sat Nov 23 00:51:57 GMT-03:00 2019","Sat Nov 23 01:56:11 GMT-03:00 2019","Reading","","Cacto","True"
"Sat Nov 23 01:48:20 GMT-03:00 2019","Sat Nov 23 02:17:19 GMT-03:00 2019","Reading","Planted in my firefox","Cedro","False"
"Sat Nov 23 02:26:28 GMT-03:00 2019","Sat Nov 23 03:16:28 GMT-03:00 2019","Reading","Planted in my firefox","Cedro","True"
"Sat Nov 23 02:30:16 GMT-03:00 2019","Sat Nov 23 03:39:45 GMT-03:00 2019","Reading","","Ginkgo","True"
"Sat Nov 23 03:51:51 GMT-03:00 2019","Sat Nov 23 04:41:51 GMT-03:00 2019","Reading","Planted in my firefox","Cedro","True"
"Sat Nov 23 23:56:00 GMT-03:00 2019","Sun Nov 24 01:00:36 GMT-03:00 2019","Reading","","Bambu","True"
"Sun Nov 24 00:58:58 GMT-03:00 2019","Sun Nov 24 01:12:39 GMT-03:00 2019","Reading","Planted in my firefox","Cedro","False"
"Sun Nov 24 01:46:48 GMT-03:00 2019","Sun Nov 24 02:39:20 GMT-03:00 2019","Reading","","Árvore Estrelada","False"
"Mon Nov 25 23:32:52 GMT-03:00 2019","Tue Nov 26 00:39:47 GMT-03:00 2019","Reading","","Árvore Lunar","True"
"Tue Nov 26 01:53:50 GMT-03:00 2019","Tue Nov 26 03:06:55 GMT-03:00 2019","Reading","","Doguinho","True"
"Tue Nov 26 23:50:46 GMT-03:00 2019","Wed Nov 27 00:35:35 GMT-03:00 2019","Reading","","Doguinho","False"
"Wed Nov 27 00:35:55 GMT-03:00 2019","Wed Nov 27 01:36:32 GMT-03:00 2019","Reading","","Doguinho","True"
"Wed Nov 27 00:50:50 GMT-03:00 2019","Wed Nov 27 01:40:50 GMT-03:00 2019","Reading","Planted in my firefox","Cedro","True"
"Wed Nov 27 02:29:02 GMT-03:00 2019","Wed Nov 27 03:35:37 GMT-03:00 2019","Reading","tem sido difícil me concentrar para ler","Polvorosa","True"
"Wed Nov 27 15:43:12 GMT-03:00 2019","Wed Nov 27 15:54:15 GMT-03:00 2019","Reading","","Bichano","False"
"Wed Nov 27 16:00:28 GMT-03:00 2019","Wed Nov 27 17:08:54 GMT-03:00 2019","Reading","","Bichano","True"
"Wed Nov 27 22:50:14 GMT-03:00 2019","Wed Nov 27 22:50:38 GMT-03:00 2019","Reading","","Cacto","False"
"Wed Nov 27 23:01:31 GMT-03:00 2019","Thu Nov 28 00:11:26 GMT-03:00 2019","Reading","","Cacto","True"
"Thu Nov 28 00:20:20 GMT-03:00 2019","Thu Nov 28 00:59:50 GMT-03:00 2019","Reading","","Ginkgo","False"
"Thu Nov 28 02:32:46 GMT-03:00 2019","Thu Nov 28 03:40:55 GMT-03:00 2019","Estudo","estou com dificuldades de escrever","Ginkgo","True"
"Thu Nov 28 14:17:51 GMT-03:00 2019","Thu Nov 28 16:17:51 GMT-03:00 2019","Estudo","","Polvorosa","True"
"Fri Nov 29 01:56:27 GMT-03:00 2019","Fri Nov 29 02:34:39 GMT-03:00 2019","Estudo","","Cacto","False"
"Fri Nov 29 15:00:43 GMT-03:00 2019","Fri Nov 29 15:50:43 GMT-03:00 2019","Reading","Planted in my firefox","Cedro","True"
"Fri Nov 29 15:31:16 GMT-03:00 2019","Fri Nov 29 16:40:06 GMT-03:00 2019","Estudo","","Cacto","True"
"Sun Dec 01 00:15:55 GMT-03:00 2019","Sun Dec 01 00:56:25 GMT-03:00 2019","Reading","Planted in my firefox","Cedro","False"
"Sun Dec 01 00:56:13 GMT-03:00 2019","Sun Dec 01 01:56:26 GMT-03:00 2019","Estudo","","Ginkgo","True"
"Sun Dec 01 01:07:01 GMT-03:00 2019","Sun Dec 01 01:57:01 GMT-03:00 2019","Reading","Planted in my firefox","Cedro","True"
"Sun Dec 01 03:11:49 GMT-03:00 2019","Sun Dec 01 04:13:11 GMT-03:00 2019","Estudo","","Bambu","True"
"Sun Dec 01 14:49:33 GMT-03:00 2019","Sun Dec 01 16:10:07 GMT-03:00 2019","Estudo","","Árvore Estrelada","True"
"Sun Dec 01 18:50:28 GMT-03:00 2019","Sun Dec 01 20:29:01 GMT-03:00 2019","Estudo","","Doguinho","True"
"Mon Dec 02 00:52:56 GMT-03:00 2019","Mon Dec 02 02:39:36 GMT-03:00 2019","Estudo","","Polvorosa","True"
"Mon Dec 02 01:38:51 GMT-03:00 2019","Mon Dec 02 02:28:51 GMT-03:00 2019","Reading","Planted in my firefox","Cedro","True"
"Mon Dec 02 03:32:21 GMT-03:00 2019","Mon Dec 02 04:07:27 GMT-03:00 2019","Estudo","","Bichano","True"
"Tue Dec 03 01:01:01 GMT-03:00 2019","Tue Dec 03 01:49:07 GMT-03:00 2019","Estudo","","Cacto","False"
"Tue Dec 03 01:12:17 GMT-03:00 2019","Tue Dec 03 02:17:17 GMT-03:00 2019","Reading","Planted in my firefox","Cedro","True"
"Tue Dec 03 15:05:33 GMT-03:00 2019","Tue Dec 03 16:10:33 GMT-03:00 2019","Reading","Planted in my firefox","Cedro","True"
"Tue Dec 03 15:07:25 GMT-03:00 2019","Tue Dec 03 16:37:45 GMT-03:00 2019","Estudo","","Cacto","True"
"Tue Dec 03 23:00:54 GMT-03:00 2019","Wed Dec 04 00:05:32 GMT-03:00 2019","Estudo","","Ginkgo","False"
"Wed Dec 04 01:41:39 GMT-03:00 2019","Wed Dec 04 03:20:06 GMT-03:00 2019","Estudo","","Bambu","True"
"Wed Dec 04 01:47:22 GMT-03:00 2019","Wed Dec 04 03:07:22 GMT-03:00 2019","Reading","Planted in my firefox","Cedro","True"
"Wed Dec 04 14:22:40 GMT-03:00 2019","Wed Dec 04 15:54:07 GMT-03:00 2019","Estudo","","Árvore Estrelada","True"
"Wed Dec 04 15:33:35 GMT-03:00 2019","Wed Dec 04 15:53:35 GMT-03:00 2019","Reading","Planted in my firefox","Arbusto","True"
"Wed Dec 04 16:40:06 GMT-03:00 2019","Wed Dec 04 17:46:35 GMT-03:00 2019","Estudo","","Árvore Lunar","False"
"Wed Dec 04 17:12:34 GMT-03:00 2019","Wed Dec 04 17:44:26 GMT-03:00 2019","Reading","Planted in my firefox","Cedro","False"
"Thu Dec 05 02:05:27 GMT-03:00 2019","Thu Dec 05 03:05:27 GMT-03:00 2019","Reading","Planted in my firefox","Cedro","True"
"Thu Dec 05 02:09:09 GMT-03:00 2019","Thu Dec 05 02:37:34 GMT-03:00 2019","Estudo","","Doguinho","False"
"Thu Dec 05 14:05:34 GMT-03:00 2019","Thu Dec 05 15:42:29 GMT-03:00 2019","Estudo","","Polvorosa","True"
"Thu Dec 05 16:48:16 GMT-03:00 2019","Thu Dec 05 18:18:16 GMT-03:00 2019","Estudo","","Bichano","True"
"Thu Dec 05 16:56:40 GMT-03:00 2019","Thu Dec 05 17:56:40 GMT-03:00 2019","Reading","Planted in my firefox","Cedro","True"
"Fri Dec 06 01:28:12 GMT-03:00 2019","Fri Dec 06 03:03:46 GMT-03:00 2019","Estudo","","Cacto","True"
"Fri Dec 06 01:52:34 GMT-03:00 2019","Fri Dec 06 02:52:34 GMT-03:00 2019","Reading","Planted in my firefox","Cedro","True"
"Fri Dec 06 14:17:13 GMT-03:00 2019","Fri Dec 06 15:50:00 GMT-03:00 2019","Estudo","","Ginkgo","True"
"Fri Dec 06 14:49:14 GMT-03:00 2019","Fri Dec 06 15:49:14 GMT-03:00 2019","Reading","Planted in my firefox","Cedro","True"
"Fri Dec 06 16:30:30 GMT-03:00 2019","Fri Dec 06 16:33:18 GMT-03:00 2019","Estudo","","Bambu","False"
"Fri Dec 06 16:31:39 GMT-03:00 2019","Fri Dec 06 17:31:39 GMT-03:00 2019","Reading","Planted in my firefox","Cedro","True"
"Fri Dec 06 16:33:24 GMT-03:00 2019","Fri Dec 06 17:06:15 GMT-03:00 2019","Estudo","","Bambu","True"
"Fri Dec 06 18:14:35 GMT-03:00 2019","Fri Dec 06 19:21:51 GMT-03:00 2019","Estudo","","Árvore Estrelada","True"
"Sat Dec 07 01:35:08 GMT-03:00 2019","Sat Dec 07 02:35:08 GMT-03:00 2019","Reading","Planted in my firefox","Cedro","True"
"Sat Dec 07 01:56:04 GMT-03:00 2019","Sat Dec 07 03:15:18 GMT-03:00 2019","Estudo","","Árvore Lunar","False"
"Sat Dec 07 03:08:22 GMT-03:00 2019","Sat Dec 07 03:31:08 GMT-03:00 2019","Reading","Planted in my firefox","Cedro","False"
"Sat Dec 07 13:51:41 GMT-03:00 2019","Sat Dec 07 15:22:28 GMT-03:00 2019","Estudo","","Doguinho","True"
"Sat Dec 07 13:53:16 GMT-03:00 2019","Sat Dec 07 14:02:16 GMT-03:00 2019","Reading","Planted in my firefox","Cedro","False"
"Sat Dec 07 14:38:07 GMT-03:00 2019","Sat Dec 07 15:38:07 GMT-03:00 2019","Reading","Planted in my firefox","Cedro","True"
"Sat Dec 07 17:24:04 GMT-03:00 2019","Sat Dec 07 18:24:04 GMT-03:00 2019","Reading","Planted in my firefox","Cedro","True"
"Sat Dec 07 17:32:23 GMT-03:00 2019","Sat Dec 07 19:02:30 GMT-03:00 2019","Estudo","","Polvorosa","True"
"Sat Dec 07 20:29:37 GMT-03:00 2019","Sat Dec 07 20:47:10 GMT-03:00 2019","Reading","Planted in my firefox","Cedro","False"
"Sat Dec 07 20:41:53 GMT-03:00 2019","Sat Dec 07 22:18:30 GMT-03:00 2019","Estudo","","Bichano","True"
"Sat Dec 07 20:51:48 GMT-03:00 2019","Sat Dec 07 21:51:07 GMT-03:00 2019","Reading","Planted in my firefox","Cedro","False"
"Sat Dec 07 23:00:46 GMT-03:00 2019","Sat Dec 07 23:41:52 GMT-03:00 2019","Estudo","","Cacto","False"
"Sun Dec 08 01:51:01 GMT-03:00 2019","Sun Dec 08 02:51:01 GMT-03:00 2019","Reading","Planted in my firefox","Cedro","True"
"Sun Dec 08 02:00:14 GMT-03:00 2019","Sun Dec 08 04:00:14 GMT-03:00 2019","Estudo","","Cacto","True"
"Sun Dec 08 14:43:35 GMT-03:00 2019","Sun Dec 08 15:43:35 GMT-03:00 2019","Reading","Planted in my firefox","Cedro","True"
"Sun Dec 08 15:03:07 GMT-03:00 2019","Sun Dec 08 17:03:07 GMT-03:00 2019","Estudo","","Ginkgo","True"
"Sun Dec 08 15:58:00 GMT-03:00 2019","Sun Dec 08 16:52:01 GMT-03:00 2019","Reading","Planted in my firefox","Cedro","False"
"Sun Dec 08 18:44:36 GMT-03:00 2019","Sun Dec 08 20:44:36 GMT-03:00 2019","Estudo","","Árvore Estrelada","True"
"Sun Dec 08 19:51:14 GMT-03:00 2019","Sun Dec 08 20:45:39 GMT-03:00 2019","Reading","Planted in my firefox","Cedro","False"
"Mon Dec 09 01:35:47 GMT-03:00 2019","Mon Dec 09 02:35:47 GMT-03:00 2019","Reading","Planted in my firefox","Cedro","True"
"Mon Dec 09 01:44:00 GMT-03:00 2019","Mon Dec 09 02:44:06 GMT-03:00 2019","Estudo","","Árvore Lunar","True"
"Mon Dec 09 03:31:19 GMT-03:00 2019","Mon Dec 09 03:52:24 GMT-03:00 2019","Estudo","","Doguinho","False"
"Mon Dec 09 03:48:14 GMT-03:00 2019","Mon Dec 09 04:48:14 GMT-03:00 2019","Reading","Planted in my firefox","Cedro","True"
"Tue Dec 10 15:47:53 GMT-03:00 2019","Tue Dec 10 16:54:17 GMT-03:00 2019","Estudo","","Doguinho","False"
"Tue Dec 10 16:36:37 GMT-03:00 2019","Tue Dec 10 17:04:49 GMT-03:00 2019","Reading","Planted in my firefox","Cedro","False"
"Tue Dec 10 17:38:03 GMT-03:00 2019","Tue Dec 10 17:49:52 GMT-03:00 2019","Estudo","","Doguinho","False"
"Tue Dec 10 17:59:10 GMT-03:00 2019","Tue Dec 10 18:18:34 GMT-03:00 2019","Estudo","","Doguinho","False"
"Fri Dec 13 15:36:16 GMT-03:00 2019","Fri Dec 13 15:41:18 GMT-03:00 2019","English","","Bichano","False"
"Fri Dec 27 13:05:32 GMT-03:00 2019","Fri Dec 27 13:37:33 GMT-03:00 2019","Esporte","","Árvore Lunar","False"
"Sat Jan 04 16:50:27 GMT-03:00 2020","Sat Jan 04 17:55:28 GMT-03:00 2020","Reading","","Bichano","True"
"Sat Jan 04 17:00:57 GMT-03:00 2020","Sat Jan 04 17:45:57 GMT-03:00 2020","Reading","Planted in my firefox","Cedro","True"
"Thu Jan 09 16:37:55 GMT-03:00 2020","Thu Jan 09 17:30:40 GMT-03:00 2020","Reading","Planted in my firefox","Cedro","False"
"Thu Jan 09 16:50:25 GMT-03:00 2020","Thu Jan 09 17:47:57 GMT-03:00 2020","Reading","","Bichano","False"
"Fri Jan 10 01:20:16 GMT-03:00 2020","Fri Jan 10 01:24:32 GMT-03:00 2020","Reading","","Bichano","False"
"Tue Jan 14 00:47:45 GMT-03:00 2020","Tue Jan 14 01:47:51 GMT-03:00 2020","Reading","","Ginkgo","True"
"Wed Jan 15 15:37:52 GMT-03:00 2020","Wed Jan 15 16:39:31 GMT-03:00 2020","Reading","","Bambu","True"
"Wed Jan 15 18:07:04 GMT-03:00 2020","Wed Jan 15 18:42:05 GMT-03:00 2020","Reading","","Árvore Estrelada","True"
"Thu Jan 16 00:45:19 GMT-03:00 2020","Thu Jan 16 02:15:19 GMT-03:00 2020","Reading","","Doguinho","True"
"Thu Jan 16 01:16:02 GMT-03:00 2020","Thu Jan 16 02:14:56 GMT-03:00 2020","Reading","Planted in my firefox","Cedro","False"
"Thu Jan 16 03:13:01 GMT-03:00 2020","Thu Jan 16 03:23:08 GMT-03:00 2020","Reading","","Cedro","True"
"Thu Jan 16 15:29:31 GMT-03:00 2020","Thu Jan 16 16:59:32 GMT-03:00 2020","Reading","","Arbusto","True"
"Thu Jan 16 17:49:36 GMT-03:00 2020","Thu Jan 16 18:30:39 GMT-03:00 2020","Reading","","Coral Estrelado","False"
"Fri Jan 17 01:41:44 GMT-03:00 2020","Fri Jan 17 02:41:45 GMT-03:00 2020","Reading","","Cacto","True"
"Fri Jan 17 01:57:21 GMT-03:00 2020","Fri Jan 17 02:57:21 GMT-03:00 2020","Reading","Planted in my firefox","Cedro","True"
"Fri Jan 17 18:00:43 GMT-03:00 2020","Fri Jan 17 18:45:43 GMT-03:00 2020","Reading","","Polvorosa","True"
"Sat Jan 18 01:10:32 GMT-03:00 2020","Sat Jan 18 02:40:32 GMT-03:00 2020","Reading","","Polvorosa","True"
"Sat Jan 18 02:07:24 GMT-03:00 2020","Sat Jan 18 02:45:47 GMT-03:00 2020","Reading","","Polvorosa","False"
"Mon Jan 20 15:43:33 GMT-03:00 2020","Mon Jan 20 16:08:33 GMT-03:00 2020","Entretenimento","","Polvorosa","True"
"Mon Jan 20 16:20:01 GMT-03:00 2020","Mon Jan 20 16:57:20 GMT-03:00 2020","Entretenimento","","Polvorosa","False"
"Tue Jan 21 00:38:02 GMT-03:00 2020","Tue Jan 21 01:38:02 GMT-03:00 2020","Reading","Planted in my firefox","Cedro","True"
